Gene.ontology.ID,Function,Gene.name,Uniprot.ID
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],ribF,E1W7R9
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],pcnB,E1W856
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],murE,E1W7Z5
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],thrA,E1W7M5
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],phoH,E1W7F6
GO:0005525,  GTP binding  [isa: 0032561  0019001  0017076  0000166  0036094  0005488  0003674 ],cysN,E1WAH8
GO:0005525,  GTP binding  [isa: 0032561  0019001  0017076  0000166  0036094  0005488  0003674 ],moaA,E1W9T9
GO:0005534,  galactose binding  [isa: 0048029  0030246  0005488  0003674 ],galK,E1W9R2
GO:0005576,  extracellular region  [isa: 0110165  0005575 ],flgK,E1W7L2
GO:0005576,  extracellular region  [isa: 0110165  0005575 ],eno,E1WAJ6
GO:0005623,  cell  [isa: 0005575 ],ahpF,E1W9B0
GO:0005623,  cell  [isa: 0005575 ],ahpC,E1W9A9
GO:0005623,  cell  [isa: 0005575 ],cydC,E1W6Y8
GO:0005623,  cell  [isa: 0005575 ],dps,E1W9W7
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],miaB,E1W9H1
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],tig,E1W8V7
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],cspE,E1W9D0
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],coaE,E1W812
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],mukB,E1W725
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],dnaE,E1W8A3
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],xseB,E1W8T4
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],aroL,E1W8P9
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],kdsB,E1W719
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],prpC,E1W8N0
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],proB,E1W8I5
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],ahpC,E1W9A9
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],panC,E1W853
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],seqA,E1W9J1
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],hemH,E1W8Z7
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],uvrB,E1W9T6
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],fur,E1W9I7
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],murF,E1W7Z6
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],murD,E1W7Z8
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],trxB,E1W6Z0
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],speE,E1W838
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],pyrH,E1W890
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],eno,E1WAJ6
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],infA,E1W6Y5
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],htpG,E1W8Z5
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],frr,E1W891
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],bioD,E1W9T5
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],cbpA,E1W7E3
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],prpR,E1W8M8
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],nadA,E1W9P4
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],araC,E1W7X6
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],aat,E1W6Y7
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],serS,E1W6Z5
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],murE,E1W7Z5
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],mraZ,E1W7Z1
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],plsX,E1W7M1
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],thiI,E1W8T5
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],bioA,E1W9T1
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],fabA,E1W799
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],rmf,E1W798
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],caiA,E1W7U7
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],thrB,E1W7M6
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],cmk,E1W711
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],murC,E1W801
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],apt,E1W8Z1
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],accA,E1W8A4
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],fes,E1W987
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],mukE,E1W724
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],serC,E1W708
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],lpxA,E1W8A0
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],bioD,E1W9T5
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],secA,E1W808
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],mukF,E1W723
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],argA,E1WAN5
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],lipB,E1W9D6
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],ampD,E1W818
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],aes,E1W8Z8
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],rhlE,E1W9V7
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],ulaG,E1WAR7
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],dps,E1W9W7
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],proC,E1W8P7
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],hpt,E1W842
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],adk,E1W8Z6
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],ileS,E1W7S0
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],dapB,E1W7T8
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],lon,E1W8W0
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],galK,E1W9R2
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],malZ,E1W8R2
GO:0005737,  cytoplasm  [isa: 0110165  0005575 ],araA,E1W7X4
GO:0005840,  ribosome  [isa: 0043232  0043228  0043226  0110165  0005575 ],rpsF,E1WAS6
GO:0005840,  ribosome  [isa: 0043232  0043228  0043226  0110165  0005575 ],rplI,E1WAS9
GO:0005840,  ribosome  [isa: 0043232  0043228  0043226  0110165  0005575 ],rpsA,E1W712
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],proW,E1WA60
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],kefC,E1W7V9
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],fepG,E1W992
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],mraY,E1W7Z7
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],gpt,E1W8I1
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],mdoH,E1W7I0
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],gltK,E1W9G4
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],artQ,E1W6V9
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],ftsK,E1W6Z2
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],aas,E1WAQ3
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],aroP,E1W822
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],ftsA,E1W804
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],secA,E1W808
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],sdhA,E1W9M7
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],yajC,E1W8R7
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],kdpA,E1W9K0
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],putP,E1W7F5
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],ybjG,E1WA01
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],cyoA,E1W8V3
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],lgt,E1WAP5
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],fepD,E1W993
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],glnP,E1W9W5
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],ftsQ,E1W803
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],ftsL,E1W7Z3
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],tatE,E1W9D3
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],cyoE,E1W8U9
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],gltJ,E1W9G5
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],ftsB,E1WAH5
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],lnt,E1W9G7
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],ftsI,E1W7Z4
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],nagE,E1W9H9
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],brnQ,E1W8R0
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],clcA,E1W875
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],caiT,E1W7U8
GO:0005886,  plasma membrane  [isa: 0016020  0110165  0005575 ],cydA,E1W9N3
GO:0005887,  integral component of plasma membrane  [isa: 0016021  0031224  0110165  0005575 ],ftsI,E1W7Z4
GO:0005887,  integral component of plasma membrane  [isa: 0016021  0031224  0110165  0005575 ],clcA,E1W875
GO:0005887,  integral component of plasma membrane  [isa: 0016021  0031224  0110165  0005575 ],ftsQ,E1W803
GO:0005887,  integral component of plasma membrane  [isa: 0016021  0031224  0110165  0005575 ],ftsL,E1W7Z3
GO:0005887,  integral component of plasma membrane  [isa: 0016021  0031224  0110165  0005575 ],kdpA,E1W9K0
GO:0005887,  integral component of plasma membrane  [isa: 0016021  0031224  0110165  0005575 ],ftsB,E1WAH5
GO:0005887,  integral component of plasma membrane  [isa: 0016021  0031224  0110165  0005575 ],tatE,E1W9D3
GO:0005887,  integral component of plasma membrane  [isa: 0016021  0031224  0110165  0005575 ],lgt,E1WAP5
GO:0005887,  integral component of plasma membrane  [isa: 0016021  0031224  0110165  0005575 ],kefC,E1W7V9
GO:0005975,  carbohydrate metabolic process  [isa: 0044238  0008152  0008150 ],araA,E1W7X4
GO:0005975,  carbohydrate metabolic process  [isa: 0044238  0008152  0008150 ],nagA,E1W9H7
GO:0005975,  carbohydrate metabolic process  [isa: 0044238  0008152  0008150 ],pgm,E1W9J2
GO:0005975,  carbohydrate metabolic process  [isa: 0044238  0008152  0008150 ],nagB,E1W9H8
GO:0005975,  carbohydrate metabolic process  [isa: 0044238  0008152  0008150 ],galT,E1W9R3
GO:0005975,  carbohydrate metabolic process  [isa: 0044238  0008152  0008150 ],fucK,E1WAM2
GO:0005975,  carbohydrate metabolic process  [isa: 0044238  0008152  0008150 ],galK,E1W9R2
GO:0005975,  carbohydrate metabolic process  [isa: 0044238  0008152  0008150 ],malZ,E1W8R2
GO:0005996,  monosaccharide metabolic process  [isa: 0005975  0044238  0008152  0008150 ],araA,E1W7X4
GO:0006044,  N-acetylglucosamine metabolic process  [isa: 1901071  0006040  1901135  0071704  0008152  0008150 ],nagB,E1W9H8
GO:0006044,  N-acetylglucosamine metabolic process  [isa: 1901071  0006040  1901135  0071704  0008152  0008150 ],nagA,E1W9H7
GO:0006096,  glycolytic process  [isa: 0016052  1901575  0009056  0008152  0008150 ],eno,E1WAJ6
GO:0006099,  tricarboxylic acid cycle  [isa: 0044238  0008152  0008150 ],sucC,E1W9N1
GO:0006099,  tricarboxylic acid cycle  [isa: 0044238  0008152  0008150 ],sdhC,E1W9M5
GO:0006099,  tricarboxylic acid cycle  [isa: 0044238  0008152  0008150 ],sucD,E1W9N2
GO:0006099,  tricarboxylic acid cycle  [isa: 0044238  0008152  0008150 ],sdhA,E1W9M7
GO:0006099,  tricarboxylic acid cycle  [isa: 0044238  0008152  0008150 ],sucA,E1W9M9
GO:0006099,  tricarboxylic acid cycle  [isa: 0044238  0008152  0008150 ],prpC,E1W8N0
GO:0006139,  nucleobase-containing compound metabolic process  [isa: 0044238  0008152  0008150 ],cmk,E1W711
GO:0006139,  nucleobase-containing compound metabolic process  [isa: 0044238  0008152  0008150 ],adk,E1W8Z6
GO:0006144,  purine nucleobase metabolic process  [isa: 0009112  1901564  0006807  0008152  0008150 ],allA,E1W923
GO:0006144,  purine nucleobase metabolic process  [isa: 0009112  1901564  0006807  0008152  0008150 ],allB,E1W930
GO:0006145,  purine nucleobase catabolic process  [isa: 0006144  0009112  1901564  0006807  0008152  0008150 ],allA,E1W923
GO:0006164,  purine nucleotide biosynthetic process  [isa: 0072522  1901566  1901564  0006807  0008152  0008150 ],purK,E1W940
GO:0006166,  purine ribonucleoside salvage  [isa: 0046129  0046128  0009119  0009116  1901564  0006807  0008152  0008150 ],hpt,E1W842
GO:0006166,  purine ribonucleoside salvage  [isa: 0046129  0046128  0009119  0009116  1901564  0006807  0008152  0008150 ],gpt,E1W8I1
GO:0006166,  purine ribonucleoside salvage  [isa: 0046129  0046128  0009119  0009116  1901564  0006807  0008152  0008150 ],apt,E1W8Z1
GO:0006168,  adenine salvage  [isa: 0043096  0043101  0034654  0019438  0006725  0044237  0009987  0008150 ],apt,E1W8Z1
GO:0006189,  'de novo' IMP biosynthetic process  [isa: 0006188  0009168  0009127  0009124  1901293  0034654  0019438  0006725  0044237  0009987  0008150 ],purK,E1W940
GO:0006220,  pyrimidine nucleotide metabolic process  [isa: 0009117  0006753  0055086  0006139  0044238  0008152  0008150 ],cmk,E1W711
GO:0006221,  pyrimidine nucleotide biosynthetic process  [isa: 0072528  1901566  1901564  0006807  0008152  0008150 ],pyrH,E1W890
GO:0006221,  pyrimidine nucleotide biosynthetic process  [isa: 0072528  1901566  1901564  0006807  0008152  0008150 ],pyrC,E1W7J2
GO:0006308,  DNA catabolic process  [isa: 0044265  0009057  1901575  0009056  0008152  0008150 ],xseB,E1W8T4
GO:0006412,  translation  [isa: 0043043  0006518  1901564  0006807  0008152  0008150 ],rpsF,E1WAS6
GO:0006412,  translation  [isa: 0043043  0006518  1901564  0006807  0008152  0008150 ],frr,E1W891
GO:0006412,  translation  [isa: 0043043  0006518  1901564  0006807  0008152  0008150 ],infA,E1W6Y5
GO:0006412,  translation  [isa: 0043043  0006518  1901564  0006807  0008152  0008150 ],rpsA,E1W712
GO:0006412,  translation  [isa: 0043043  0006518  1901564  0006807  0008152  0008150 ],ileS,E1W7S0
GO:0006412,  translation  [isa: 0043043  0006518  1901564  0006807  0008152  0008150 ],rplI,E1WAS9
GO:0006412,  translation  [isa: 0043043  0006518  1901564  0006807  0008152  0008150 ],serS,E1W6Z5
GO:0006413,  translational initiation  [isa: 0044237  0009987  0008150 ],infA,E1W6Y5
GO:0006415,  translational termination  [isa: 0043624  0032984  0022411  0016043  0009987  0008150 ],frr,E1W891
GO:0006417,  regulation of translation  [isa: 2000112  0010556  0009889  0019222  0050789  0065007  0008150 ],rmf,E1W798
GO:0006418,  tRNA aminoacylation for protein translation  [isa: 0043039  0043038  0006520  0019752  0043436  0006082  0044237  0009987  0008150 ],serS,E1W6Z5
GO:0006418,  tRNA aminoacylation for protein translation  [isa: 0043039  0043038  0006520  0019752  0043436  0006082  0044237  0009987  0008150 ],ileS,E1W7S0
GO:0006428,  isoleucyl-tRNA aminoacylation  [isa: 0006418  0043039  0043038  0006520  0019752  0043436  0006082  0044237  0009987  0008150 ],ileS,E1W7S0
GO:0006434,  seryl-tRNA aminoacylation  [isa: 0006418  0043039  0043038  0006520  0019752  0043436  0006082  0044237  0009987  0008150 ],serS,E1W6Z5
GO:0006457,  protein folding  [isa: 0009987  0008150 ],dnaK,E1W7N5
GO:0006457,  protein folding  [isa: 0009987  0008150 ],surA,E1W7W5
GO:0006457,  protein folding  [isa: 0009987  0008150 ],ppiB,E1W943
GO:0006457,  protein folding  [isa: 0009987  0008150 ],cbpA,E1W7E3
GO:0006457,  protein folding  [isa: 0009987  0008150 ],htpG,E1W8Z5
GO:0006457,  protein folding  [isa: 0009987  0008150 ],tig,E1W8V7
GO:0006520,  cellular amino acid metabolic process  [isa: 1901564  0006807  0008152  0008150 ],thrA,E1W7M5
GO:0006520,  cellular amino acid metabolic process  [isa: 1901564  0006807  0008152  0008150 ],thrC,E1W7M7
GO:0006526,  arginine biosynthetic process  [isa: 0009084  1901607  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ],argA,E1WAN5
GO:0006545,  glycine biosynthetic process  [isa: 0009070  1901607  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ],folA,E1W7W0
GO:0006557,  S-adenosylmethioninamine biosynthetic process  [isa: 0046129  0046128  0009119  0009116  1901564  0006807  0008152  0008150 ],speD,E1W837
GO:0006561,  proline biosynthetic process  [isa: 0009084  1901607  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ],proB,E1W8I5
GO:0006561,  proline biosynthetic process  [isa: 0009084  1901607  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ],proC,E1W8P7
GO:0006564,  L-serine biosynthetic process  [isa: 0009070  1901607  0008652  0046394  0016053  0006082  0044237  0009987  0008150 ],serC,E1W708
GO:0006566,  threonine metabolic process  [isa: 0009066  1901605  0006520  0019752  0043436  0006082  0044237  0009987  0008150 ],thrB,E1W7M6
GO:0006596,  polyamine biosynthetic process  [isa: 0042401  0009309  0009308  1901564  0006807  0008152  0008150 ],speE,E1W838
GO:0006596,  polyamine biosynthetic process  [isa: 0042401  0009309  0009308  1901564  0006807  0008152  0008150 ],speD,E1W837
GO:0006629,  lipid metabolic process  [isa: 0044238  0008152  0008150 ],fabA,E1W799
GO:0006629,  lipid metabolic process  [isa: 0044238  0008152  0008150 ],accA,E1W8A4
GO:0006629,  lipid metabolic process  [isa: 0044238  0008152  0008150 ],plsX,E1W7M1
GO:0006629,  lipid metabolic process  [isa: 0044238  0008152  0008150 ],lpxB,E1W8A1
GO:0006629,  lipid metabolic process  [isa: 0044238  0008152  0008150 ],tesA,E1W914
GO:0006629,  lipid metabolic process  [isa: 0044238  0008152  0008150 ],lpxA,E1W8A0
GO:0006631,  fatty acid metabolic process  [isa: 0032787  0019752  0043436  0006082  0044237  0009987  0008150 ],aas,E1WAQ3
GO:0006631,  fatty acid metabolic process  [isa: 0032787  0019752  0043436  0006082  0044237  0009987  0008150 ],accA,E1W8A4
GO:0006631,  fatty acid metabolic process  [isa: 0032787  0019752  0043436  0006082  0044237  0009987  0008150 ],fabA,E1W799
GO:0006633,  fatty acid biosynthetic process  [isa: 0072330  0046394  0016053  0006082  0044237  0009987  0008150 ],accA,E1W8A4
GO:0006633,  fatty acid biosynthetic process  [isa: 0072330  0046394  0016053  0006082  0044237  0009987  0008150 ],plsX,E1W7M1
GO:0006633,  fatty acid biosynthetic process  [isa: 0072330  0046394  0016053  0006082  0044237  0009987  0008150 ],fabA,E1W799
GO:0006637,  acyl-CoA metabolic process  [isa: 0009150  0006163  0009117  0006753  0055086  0006139  0044238  0008152  0008150 ],tesB,E1W8X4
GO:0006644,  phospholipid metabolic process  [isa: 0019637  0071704  0008152  0008150 ],plsX,E1W7M1
GO:0006730,  one-carbon metabolic process  [isa: 0044281  0008152  0008150 ],folA,E1W7W0
GO:0006747,  FAD biosynthetic process  [isa: 0072388  0042727  1901566  1901564  0006807  0008152  0008150 ],ribF,E1W7R9
GO:0006777,  Mo-molybdopterin cofactor biosynthetic process  [isa: 1901566  1901564  0006807  0008152  0008150 ],mog,E1W7N1
GO:0006777,  Mo-molybdopterin cofactor biosynthetic process  [isa: 1901566  1901564  0006807  0008152  0008150 ],moaA,E1W9T9
GO:0006779,  porphyrin-containing compound biosynthetic process  [isa: 0033014  1901566  1901564  0006807  0008152  0008150 ],hemH,E1W8Z7
GO:0006779,  porphyrin-containing compound biosynthetic process  [isa: 0033014  1901566  1901564  0006807  0008152  0008150 ],hemB,E1W8N3
GO:0006783,  heme biosynthetic process  [isa: 0006779  0033014  1901566  1901564  0006807  0008152  0008150 ],cyoE,E1W8U9
GO:0006783,  heme biosynthetic process  [isa: 0006779  0033014  1901566  1901564  0006807  0008152  0008150 ],hemH,E1W8Z7
GO:0006790,  sulfur compound metabolic process  [isa: 0044237  0009987  0008150 ],cysN,E1WAH8
GO:0006807,  nitrogen compound metabolic process  [isa: 0008152  0008150 ],glnD,E1W886
GO:0006807,  nitrogen compound metabolic process  [isa: 0008152  0008150 ],lnt,E1W9G7
GO:0006808,  regulation of nitrogen utilization  [isa: 0050789  0065007  0008150 ],glnD,E1W886
GO:0006808,  regulation of nitrogen utilization  [isa: 0050789  0065007  0008150 ],glnK,E1W8X2
GO:0006811,  ion transport  [isa: 0006810  0051234  0051179  0008150 ],clcA,E1W875
GO:0006811,  ion transport  [isa: 0006810  0051234  0051179  0008150 ],kefC,E1W7V9
GO:0006811,  ion transport  [isa: 0006810  0051234  0051179  0008150 ],kdpA,E1W9K0
GO:0006811,  ion transport  [isa: 0006810  0051234  0051179  0008150 ],phoE,E1W8I4
GO:0006811,  ion transport  [isa: 0006810  0051234  0051179  0008150 ],putP,E1W7F5
GO:0006812,  cation transport  [isa: 0006811  0006810  0051234  0051179  0008150 ],kefC,E1W7V9
GO:0006813,  potassium ion transport  [isa: 0015672  0006812  0006811  0006810  0051234  0051179  0008150 ],kefC,E1W7V9
GO:0006813,  potassium ion transport  [isa: 0015672  0006812  0006811  0006810  0051234  0051179  0008150 ],kdpA,E1W9K0
GO:0006814,  sodium ion transport  [isa: 0015672  0006812  0006811  0006810  0051234  0051179  0008150 ],citT,E1W9B9
GO:0006814,  sodium ion transport  [isa: 0015672  0006812  0006811  0006810  0051234  0051179  0008150 ],putP,E1W7F5
GO:0006821,  chloride transport  [isa: 0015698  0006820  0006811  0006810  0051234  0051179  0008150 ],clcA,E1W875
GO:0006826,  iron ion transport  [isa: 0000041  0030001  0006812  0006811  0006810  0051234  0051179  0008150 ],fes,E1W987
GO:0006865,  amino acid transport  [isa: 0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ],aroP,E1W822
GO:0006865,  amino acid transport  [isa: 0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ],gabP,E1WA42
GO:0006865,  amino acid transport  [isa: 0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ],cycA,E1WAT3
GO:0006865,  amino acid transport  [isa: 0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ],gltJ,E1W9G5
GO:0006865,  amino acid transport  [isa: 0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ],pheP,E1W969
GO:0006865,  amino acid transport  [isa: 0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ],brnQ,E1W8R0
GO:0006865,  amino acid transport  [isa: 0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ],gltK,E1W9G4
GO:0006865,  amino acid transport  [isa: 0046942  0015711  0006820  0006811  0006810  0051234  0051179  0008150 ],putP,E1W7F5
GO:0006879,  cellular iron ion homeostasis  [isa: 0046916  0006875  0030003  0006873  0055082  0019725  0009987  0008150 ],dps,E1W9W7
GO:0006979,  response to oxidative stress  [isa: 0006950  0050896  0008150 ],ahpC,E1W9A9
GO:0007049,  cell cycle  [isa: 0009987  0008150 ],ftsB,E1WAH5
GO:0007049,  cell cycle  [isa: 0009987  0008150 ],sulA,E1W7A3
GO:0007049,  cell cycle  [isa: 0009987  0008150 ],mraY,E1W7Z7
GO:0007049,  cell cycle  [isa: 0009987  0008150 ],murD,E1W7Z8
GO:0007049,  cell cycle  [isa: 0009987  0008150 ],murC,E1W801
GO:0007049,  cell cycle  [isa: 0009987  0008150 ],tig,E1W8V7
GO:0007049,  cell cycle  [isa: 0009987  0008150 ],mukF,E1W723
GO:0007049,  cell cycle  [isa: 0009987  0008150 ],ftsA,E1W804
GO:0007049,  cell cycle  [isa: 0009987  0008150 ],murE,E1W7Z5
GO:0007049,  cell cycle  [isa: 0009987  0008150 ],ftsQ,E1W803
GO:0007049,  cell cycle  [isa: 0009987  0008150 ],mukE,E1W724
GO:0007049,  cell cycle  [isa: 0009987  0008150 ],ftsI,E1W7Z4
GO:0007049,  cell cycle  [isa: 0009987  0008150 ],mukB,E1W725
GO:0007049,  cell cycle  [isa: 0009987  0008150 ],ftsK,E1W6Z2
GO:0007049,  cell cycle  [isa: 0009987  0008150 ],murF,E1W7Z6
GO:0007049,  cell cycle  [isa: 0009987  0008150 ],ftsL,E1W7Z3
GO:0007059,  chromosome segregation  [isa: 0009987  0008150 ],ftsK,E1W6Z2
GO:0007059,  chromosome segregation  [isa: 0009987  0008150 ],mukF,E1W723
GO:0007059,  chromosome segregation  [isa: 0009987  0008150 ],mukE,E1W724
GO:0007059,  chromosome segregation  [isa: 0009987  0008150 ],mukB,E1W725
GO:0007155,  cell adhesion  [isa: 0022610  0008150 ],stfF,E1W871
GO:0007155,  cell adhesion  [isa: 0022610  0008150 ],stfA,E1W867
GO:0007155,  cell adhesion  [isa: 0022610  0008150 ],sitA,E1WAA6
GO:0007165,  signal transduction  [isa: 0009987  0008150 ],barA,E1WAK4
GO:0008047,  enzyme activator activity  [isa: 0030234  0098772  0003674 ],hycI,E1WA90
GO:0008080,  N-acetyltransferase activity  [isa: 0016407  0016740  0003824  0003674 ],argA,E1WAN5
GO:0008080,  N-acetyltransferase activity  [isa: 0016407  0016740  0003824  0003674 ],rimJ,E1W7J6
GO:0008113,  peptide-methionine  [isa: 0016491  0003824  0003674 ],msrA,E1WAU3
GO:0008134,  transcription factor binding  [isa: 0005515  0005488  0003674 ],prpR,E1W8M8
GO:0008152,  metabolic process  [isa: 0008150 ],pyrH,E1W890
GO:0008152,  metabolic process  [isa: 0008150 ],aas,E1WAQ3
GO:0008152,  metabolic process  [isa: 0008150 ],glnD,E1W886
GO:0008152,  metabolic process  [isa: 0008150 ],nagB,E1W9H8
GO:0008156,  negative regulation of DNA replication  [isa: 2000113  0010558  0009890  0009889  0019222  0050789  0065007  0008150 ],seqA,E1W9J1
GO:0008168,  methyltransferase activity  [isa: 0016740  0003824  0003674 ],bioC,E1W9T4
GO:0008177,  succinate dehydrogenase  [isa: 0000104  0016491  0003824  0003674 ],sdhA,E1W9M7
GO:0008199,  ferric iron binding  [isa: 0005506  0046914  0046872  0043169  0043167  0005488  0003674 ],dps,E1W9W7
GO:0008233,  peptidase activity  [isa: 0016787  0003824  0003674 ],clpA,E1W6X8
GO:0008233,  peptidase activity  [isa: 0016787  0003824  0003674 ],ftsI,E1W7Z4
GO:0008233,  peptidase activity  [isa: 0016787  0003824  0003674 ],hycI,E1WA90
GO:0008233,  peptidase activity  [isa: 0016787  0003824  0003674 ],lon,E1W8W0
